pmid	disorder	verb
18242957	schizophrenia	did
18246936	narcolepsy	show
18247280	dementia	shows
18250309	autism spectrum disorder	order
18254030	narcolepsy	ground
18255048	schizophrenia	call
18256595	schizophrenia	measured
18260868	depressive disorders	orders
18261933	schizophrenia	formed
18264009	dementia	meeting
18266214	schizophrenia	related
18268500	schizophrenia	implicated
18269544	dementia	being
18275305	pica	measured
18275305	pica	mean
18275305	pica	pass
18281149	restless legs syndrome	studies
18281411	schizophrenia	sought
18281411	schizophrenia	used
18281411	schizophrenia	cause
18287935	schizophrenia	decreased
18288241	schizophrenia	changes
18289833	schizophrenia	set
18289833	schizophrenia	reduced
18290830	dementia	review
18290830	mood disorders	measures
18290848	dementia	points
18291691	narcolepsy	caused
18295189	schizophrenia	shape
18295189	schizophrenia	observed
18295748	schizophrenia	types
18296551	dementia	studying
18297054	schizophrenia	resemble
1829731	dementia	free
1829731	dementia	dye
1829731	dementia	induced
18297388	attention deficit hyperactivity disorder	forms
18299157	schizophrenia	being
18301955	schizophrenia	been
18301955	schizophrenia	review
18301955	schizophrenia	used
18301955	schizophrenia	suggest
18301955	schizophrenia	pressing
18307244	dementia	present
18311160	schizophrenia	produce
18311160	schizophrenia	developed
18312122	personality disorder	proposed
18316420	nicotine dependence	types
18317461	schizophrenia	shed
18317466	schizophrenia	suggested
18321870	schizophrenia	found
18321870	schizophrenia	plays
18322469	schizophrenia	orders
18325670	schizophrenia	used
18327021	catatonia	includes
18330705	schizophrenia	use
18331165	schizophrenia	present
18331167	schizophrenia	control
18345433	schizophrenia	report
18345433	schizophrenia	set
18347838	schizophrenia	considered
18349518	dementia	studies
18354062	delirium	existing
18356066	schizophrenia	had
18357425	dementia	regarding
18358136	enuresis	sleep
18359576	schizophrenia	working
18362790	pica	compared
18363310	narcolepsy	explore
18363310	narcolepsy	rent
18363310	narcolepsy	suggest
18363311	narcolepsy	had
18372772	dementia	lying
18377701	dementia	studied
18380695	dementia	wave
18381902	schizophrenia	marked
18382120	schizophrenia	arose
18382272	schizophrenia	compared
18382272	schizophrenia	try
18385736	pica	present
18386631	dementia	report
18386631	dementia	suggested
18388172	dementia	discussed
18390196	schizophrenia	compared
18390196	schizophrenia	compared
18390196	schizophrenia	related
18392933	schizophrenia	related
18395701	schizophrenia	been
18396185	schizophrenia	observed
18398470	schizophrenia	matched
18398913	dementia	scale
18400207	schizophrenia	working
18400471	schizophrenia	step
18402076	dementia	state
18406481	agoraphobia	ring
18408563	schizophrenia	carried
18411986	dementia	concludes
18412838	dementia	related
18415830	depressive disorders	scale
18415830	depressive disorders	had
18415951	mood disorders	rent
1841609	dementia	set
18416797	dementia	nursing
18417105	cocaine withdrawal	stems
18417105	cocaine withdrawal	present
18422945	delirium	used
18423984	schizophrenia	ground
18427502	schizophrenia	determined
18427784	schizophrenia	produce
18428667	schizophrenia	light
18433657	obsessive-compulsive disorder	order
18433806	schizophrenia	been
18436882	dementia	develop
18438678	schizophrenia	suggest
18439110	mood disorders	including
18441492	dementia	nurses
18442119	frontotemporal dementia	present
18443980	anorexia nervosa	review
18444712	attention deficit hyperactivity disorder	studies
18448479	schizophrenia	review
18450170	schizophrenia	suggest
18450426	schizophrenia	face
18454099	schizophrenia	been
18455369	schizophrenia	determined
1845602	pica	ring
18457535	restless legs syndrome	been
18458774	schizophrenia	considered
18460229	schizophrenia	used
18461540	schizophrenia	working
18461546	schizophrenia	lies
18462708	schizophrenia	been
18462708	schizophrenia	existing
18462708	schizophrenia	matched
18462708	schizophrenia	provide
18463447	dementia	mixed
18463626	schizophrenia	used
18463626	schizophrenia	reflect
18468749	dementia	ground
18469254	dementia	shaped
18470405	attention deficit hyperactivity disorder	found
18472202	schizophrenia	been
18472202	schizophrenia	derived
18472202	schizophrenia	suggest
18474208	schizophrenia	appears
18479318	schizophrenia	showed
18479842	alcohol dependence	view
18480822	pica	present
18481073	dementia	type
1848113	schizophrenia	binding
18484287	schizophrenia	related
18484287	schizophrenia	control
18485264	schizophrenia	use
18485672	schizophrenia	studies
18486106	schizophrenia	studies
18486106	schizophrenia	developing
18487847	dementia	had
18488428	nicotine withdrawal	taking
18490183	schizophrenia	showed
18490925	obsessive-compulsive disorder	states
18496870	dementia	cause
18496908	mood disorders	orders
18497099	schizophrenia	extending
18501932	neurodevelopmental disorders	reports
18504422	schizophrenia	try
18508392	dementia	setting
18511306	attention deficit hyperactivity disorder	order
18513133	schizophrenia	search
18514153	schizophrenia	giving
18515892	schizophrenia	ground
18515892	schizophrenia	shape
18516522	dementia	close
18519527	schizophrenia	related
18519823	depressive disorders	meeting
18519829	cannabis dependence	conducted
18519829	cannabis dependence	identified
18519829	cannabis dependence	support
1852262	alcohol intoxication	play
18523642	dementia	measured
18528789	dementia	measured
18534564	schizophrenia	found
18534564	schizophrenia	decreased
18541507	schizophrenia	suggested
18541507	schizophrenia	studies
18541507	schizophrenia	formed
1854678	schizophrenia	rent
18550592	schizophrenia	contrast
18553389	schizophrenia	type
18554467	nocturnal enuresis	sleep
18554874	schizophrenia	ring
18554876	schizophrenia	ground
18554876	schizophrenia	indicating
18555054	anorexia nervosa	classified
18558152	schizophrenia	studies
18558427	depressive disorders	identify
18558437	panic disorder	expected
18560887	obsessive-compulsive disorder	try
18561954	dementia	suggest
18562178	schizophrenia	compared
18565458	narcolepsy	sleep
18568062	dementia	state
18568062	dementia	scale
18573640	schizophrenia	scales
18579804	dementia	had
18583895	restless legs syndrome	had
18585006	schizophrenia	studied
18585682	schizophrenia	ground
18585682	schizophrenia	found
18585682	schizophrenia	compared
18586335	schizophrenia	suggest
18587164	schizophrenia	improve
18588592	panic disorder	order
18588989	alcohol intoxication	decreased
18590474	schizophrenia	acts
18590603	dementia	showed
18591466	narcolepsy	stems
18591484	attention deficit hyperactivity disorder	studies
18591577	delirium	included
18594164	schizophrenia	compared
18597738	schizophrenia	ground
18599127	personality disorder	impaired
18602482	schizophrenia	determine
18602855	dementia	find
18603890	schizophrenia	done
18604544	schizophrenia	provides
18606950	schizophrenia	working
18606950	schizophrenia	determine
18607209	narcolepsy	indicates
18607377	schizophrenia	face
18608052	dementia	use
18609023	schizophrenia	working
18609031	schizophrenia	received
18609031	schizophrenia	had
18609031	schizophrenia	sample
18609031	schizophrenia	improved
18611417	cocaine withdrawal	increased
18612379	dementia	suggest
18612999	dementia	delayed
18614169	opioid dependence	stems
18615139	schizophrenia	discuss
18617370	schizophrenia	shared
18619632	nicotine dependence	led
18621075	schizophrenia	suggest
18622042	schizophrenia	developed
18622774	schizophrenia	suffering
18622782	schizophrenia	present
18624787	narcolepsy	had
18624787	narcolepsy	rent
18627675	schizophrenia	do
18629430	social anxiety disorder	present
18631949	dementia	scale
18634810	schizophrenia	present
18634810	schizophrenia	provide
18635935	schizophrenia	order
18638859	pica	conclude
18640919	nicotine dependence	search
18642008	schizophrenia	show
18642008	schizophrenia	lay
1864256	dementia	stem
18644264	dementia	related
18644851	schizophrenia	understanding
18647935	pica	vary
18650025	dementia	rent
18652741	schizophrenia	dance
18655798	schizophrenia	reports
18656332	schizophrenia	acts
18657382	obsessive-compulsive disorder	dance
18657855	dementia	supported
18658164	schizophrenia	promising
1865839	restless legs syndrome	face
18662205	dementia	state
1866434	alcohol dependence	considered
18668031	schizophrenia	type
18670863	dementia	state
18678469	schizophrenia	identifying
18678469	schizophrenia	ask
18678470	schizophrenia	test
18678765	dementia	studies
18679658	schizophrenia	including
18680625	nicotine dependence	use
18685859	delirium	accompanied
18686174	nicotine dependence	test
18686178	nicotine dependence	quit
18691446	dementia	observed
18694798	schizophrenia	related
18695056	dementia	come
18695059	dementia	ground
18695059	dementia	compared
18695059	dementia	compares
18695059	dementia	owing
18695582	obsessive-compulsive disorder	indicate
18699952	schizophrenia	arise
18699952	schizophrenia	suggest
18700967	dementia	being
18707008	schizophrenia	compare
18707532	nicotine dependence	measures
18710414	schizophrenia	participate
18711713	anorexia nervosa	reported
18713488	schizophrenia	free
18714784	narcolepsy	measured
18719332	dementia	ground
18719894	schizophrenia	ground
18720181	schizophrenia	suggested
18721828	schizophrenia	type
18726913	schizophrenia	present
18727147	dementia	stay
18751559	schizophrenia	related
18752107	personality disorder	order
18754492	pica	samples
18756420	schizophrenia	producing
18756422	schizophrenia	remains
18757101	depressive disorders	cut
18757973	schizophrenia	shed
18757980	trichotillomania	showed
18761299	intellectual disability	developed
18768266	depressive disorders	presents
18772029	schizophrenia	considered
18774263	schizophrenia	controls
18777029	schizophrenia	finding
18777029	schizophrenia	indicate
18778448	attention deficit hyperactivity disorder	present
18779425	dementia	ground
18779937	schizophrenia	studied
18779937	schizophrenia	induced
18781409	schizophrenia	supports
18785103	obsessive-compulsive disorder	order
18787663	schizophrenia	studies
18787663	schizophrenia	found
18787663	schizophrenia	spread
18787882	impulse control disorders	caused
18790604	schizophrenia	binding
18790616	schizophrenia	do
18791074	schizophrenia	treated
18794206	attention deficit hyperactivity disorder	sought
18794493	restless legs syndrome	set
18796324	schizophrenia	matter
18796466	schizophrenia	impaired
18797308	schizophrenia	changes
18800011	frontotemporal dementia	included
18800013	dementia	stem
18801343	schizophrenia	reported
18803858	schizophrenia	related
18804015	oppositional defiant disorder	order
18804518	dementia	used
18804518	dementia	formed
18805303	delirium	depend
18806920	schizophrenia	signal
18810380	dementia	ground
18814865	schizophrenia	receive
18815264	schizophrenia	proposed
18815264	schizophrenia	proposed
18818052	schizophrenia	impairs
18818054	schizophrenia	observed
18818054	schizophrenia	face
18819107	schizophrenia	thought
18823427	schizophrenia	impaired
18823819	restless legs syndrome	present
18825373	schizophrenia	working
18827723	schizophrenia	follow
18827723	schizophrenia	order
18829262	schizophrenia	studies
18829262	schizophrenia	provides
18833109	schizophrenia	studied
18833427	agoraphobia	review
18834530	schizophrenia	decreased
18835422	obsessive-compulsive disorder	rains
18835838	schizophrenia	including
18836267	dementia	consisted
18836267	dementia	led
18841016	dementia	scale
18841543	dementia	cut
18843837	mood disorders	orders
18852461	schizophrenia	studies
18852680	schizophrenia	detect
1890928	schizophrenia	play
1891582	bulimia nervosa	rent
18923069	schizophrenia	been
18923069	schizophrenia	present
18924253	schizophrenia	work
1892449	dementia	stretch
18926666	schizophrenia	been
18928564	dementia	related
1893670	dementia	led
18937707	adjustment disorder	order
18945379	schizophrenia	working
18945531	dementia	takes
18945531	dementia	increasing
18947261	dementia	showed
18950740	intellectual disability	related
18951953	frontotemporal dementia	use
1895530	dementia	studied
18955946	anorexia nervosa	suggest
18956262	rapid cycling	present
18956623	schizophrenia	come
18956624	neurodevelopmental disorders	orders
18957275	schizophrenia	consist
18957275	schizophrenia	course
18973261	schizophrenia	act
18973261	schizophrenia	act
18974192	schizophrenia	need
18976188	dementia	describe
18982171	schizophrenia	present
18982171	schizophrenia	studies
18982176	mood disorders	changes
18985290	schizophrenia	contrast
18985290	schizophrenia	review
18985321	schizophrenia	considered
18989376	schizophrenia	observed
18989376	schizophrenia	showed
18989458	schizophrenia	using
18990709	schizophrenia	studies
18997479	alcohol withdrawal	studied
18997479	alcohol withdrawal	type
19001253	dementia	appears
19002671	cannabis dependence	types
19004618	schizophrenia	believed
19005040	schizophrenia	addressed
19006185	dementia	had
19007335	obstructive sleep apnoea	ring
19007998	bulimia nervosa	eating
19009156	dementia	orders
1901047	dementia	identified
19013774	schizophrenia	suggest
19019261	dementia	state
19019637	schizophrenia	optimized
19019637	schizophrenia	relates
19022003	delirium	went
19022630	schizophrenia	rent
19022858	dementia	determine
19023719	dementia	scale
19023829	nicotine dependence	mean
19025241	schizophrenia	ring
19027103	schizophrenia	ground
19032209	dementia	indicate
19032702	schizophrenia	order
19032745	schizophrenia	sets
19033126	schizophrenia	value
19033126	schizophrenia	changes
19042105	schizophrenia	order
19042105	schizophrenia	going
19042782	dissociative disorders	been
19042795	dissociative disorders	orders
19046607	schizophrenia	working
19046624	schizophrenia	ground
19046624	schizophrenia	show
19047205	nicotine dependence	thought
19048442	schizophrenia	present
19048442	schizophrenia	indicated
19056247	schizophrenia	showed
19060949	schizophrenia	ground
19066428	dementia	formed
19067993	schizophrenia	ring
19073429	schizophrenia	control
19073797	schizophrenia	changes
19081451	schizophrenia	tend
19081451	schizophrenia	come
19081458	dementia	mean
19085871	pica	describe
19086256	schizophrenia	developed
19087467	panic attack	cause
19088473	dementia	sought
19090506	schizophrenia	control
19095101	delirium	found
19095312	dementia	showed
19097861	schizophrenia	been
19103230	panic attack	regards
19103476	schizophrenia	ground
19103476	schizophrenia	studies
19103476	schizophrenia	mean
19103609	delirium	remains
19105085	schizophrenia	suggest
19116834	schizophrenia	been
19124684	schizophrenia	take
19124684	schizophrenia	indicate
19125108	schizophrenia	sample
19130314	schizophrenia	suggests
19130640	schizophrenia	crossed
19130640	schizophrenia	had
19132913	schizophrenia	ask
19132965	schizophrenia	propose
19132965	schizophrenia	gain
19133962	schizophrenia	reduced
19136281	rapid cycling	describe
19138833	schizophrenia	formed
19139294	dementia	had
19139305	dementia	sit
19141315	schizophrenia	ring
1914324	pica	considered
19145226	nicotine withdrawal	studies
19145226	nicotine withdrawal	studies
19147695	schizophrenia	observed
19147695	schizophrenia	finding
19148378	schizophrenia	compared
19151297	narcolepsy	using
19154565	delirium	constructed
19154565	delirium	using
19154657	schizophrenia	formed
19156349	schizophrenia	containing
19156349	schizophrenia	rest
19156349	schizophrenia	rent
19156399	delirium	studied
19157786	schizophrenia	regarded
19158946	narcolepsy	formed
19163964	dementia	cause
19166894	schizophrenia	led
19167701	schizophrenia	suggests
19168334	schizophrenia	present
19169032	delirium	showed
19170190	dementia	scale
19172681	agoraphobia	related
19174370	autism spectrum disorder	order
19177067	cocaine dependence	do
19177067	cocaine dependence	suggesting
19180552	dementia	produces
19180583	social anxiety disorder	ground
19182459	dementia	related
19182459	dementia	related
19184135	dementia	matter
19184335	schizophrenia	type
19184335	schizophrenia	type
19184651	nicotine dependence	uses
19185466	schizophrenia	finding
19188284	schizophrenia	type
19195849	schizophrenia	provide
19196924	obsessive-compulsive disorder	studies
19198859	schizophrenia	using
19200950	schizophrenia	present
19201027	pica	found
19204020	dementia	ground
19207794	dementia	mean
19210199	obsessive-compulsive disorder	led
19214139	opioid dependence	stem
19215455	nicotine withdrawal	started
19217757	schizophrenia	provide
19217758	schizophrenia	scale
19217758	schizophrenia	showed
19220167	schizophrenia	ring
19220622	dementia	had
19221123	schizophrenia	integrates
19223268	schizophrenia	reviewed
19223435	anorexia nervosa	impaired
19224600	schizophrenia	been
19225914	pica	found
19227594	dementia	discovered
19228848	dementia	rent
19231093	schizophrenia	propose
19233218	schizophrenia	include
19233297	mood disorders	found
19233297	mood disorders	suggest
19234823	dementia	using
19234823	delirium	test
19234823	delirium	test
19235415	personality disorder	writing
19236563	schizophrenia	expressed
19238150	nicotine dependence	become
19239983	rapid cycling	cycling
19240049	dementia	related
19242070	schizophrenia	ground
19243663	dementia	ground
19243663	dementia	cut
19249280	schizophrenia	suggest
19249749	schizophrenia	ground
19251247	schizophrenia	suggest
19253411	dementia	mean
19255034	autism spectrum disorder	order
19255043	schizophrenia	set
19260979	dementia	ground
19261444	schizophrenia	had
19261862	schizophrenia	cause
19262951	dementia	free
19267696	schizophrenia	order
19267698	schizophrenia	order
19267957	schizophrenia	used
19267957	schizophrenia	indicate
19268687	nicotine dependence	measures
19269047	schizophrenia	resemble
19269307	schizophrenia	relate
19269714	dementia	compared
19269714	dementia	take
19269791	schizophrenia	had
19273756	dementia	ground
19273756	dementia	developed
19274024	dementia	went
19276547	dementia	using
19276621	dementia	had
19279031	dementia	determined
19279237	nicotine withdrawal	studied
19280655	pica	placed
19283082	panic disorder	studies
19284243	obsessive-compulsive disorder	including
19285452	delirium	found
19288463	schizophrenia	showed
19290018	nicotine dependence	control
19299782	mood disorders	ground
19300548	schizophrenia	sharing
19300591	dementia	been
19301323	schizophrenia	including
19302342	narcolepsy	test
19304459	schizophrenia	related
19306905	obsessive-compulsive disorder	studies
1931259	dementia	matter
19321177	schizophrenia	determine
19321177	schizophrenia	tests
1932393	schizophrenia	suggests
19324535	agoraphobia	changes
19327399	dementia	contribute
19328656	schizophrenia	studies
19328656	schizophrenia	controls
19329548	schizophrenia	had
19336245	schizophrenia	used
19336245	schizophrenia	suggest
19336392	schizophrenia	including
19336392	schizophrenia	present
19336392	schizophrenia	used
19346154	dementia	did
19347684	dementia	test
19351577	schizophrenia	suggest
19358010	dementia	meeting
19360540	schizophrenia	formed
19362375	schizophrenia	provide
19363039	schizophrenia	found
19363432	schizophrenia	studies
19370581	obstructive sleep apnoea	present
19375072	dementia	control
19375511	schizophrenia	been
19376201	cocaine withdrawal	present
19379112	alcohol withdrawal	measure
1938163	schizophrenia	indicate
1938175	schizophrenia	proposed
1938177	schizophrenia	been
1938177	schizophrenia	tests
19383438	dementia	studies
19383663	schizophrenia	manage
19393285	restless legs syndrome	observed
19393382	schizophrenia	been
19393385	schizophrenia	ground
19394356	mood disorders	play
19394958	schizophrenia	counted
19394958	schizophrenia	reduced
19396727	schizophrenia	understand
19401632	dementia	ground
19403271	schizophrenia	compared
19403271	schizophrenia	find
19403271	schizophrenia	reflect
19403271	schizophrenia	suggest
19403740	dementia	scale
19404243	schizophrenia	provide
19406622	schizophrenia	reduced
19409532	schizophrenia	relate
19409535	autism spectrum disorder	order
19410528	body dysmorphic disorder	considered
19411370	schizophrenia	present
19412506	dementia	order
19414706	schizophrenia	observed
19414723	dementia	measured
19414723	dementia	using
19414723	delirium	cross
19419594	schizophrenia	measures
19420091	schizophrenia	studies
19421705	pica	originates
19421705	pica	signal
19422109	delirium	been
19422755	mood disorders	presenting
19426575	dementia	sleep
19429126	dementia	caused
19433358	dementia	forms
19433614	dementia	adjusted
19433891	dementia	work
19436724	dementia	provide
19437063	obsessive-compulsive disorder	following
19439245	schizophrenia	suggest
19441130	dementia	used
19443135	cannabis dependence	provide
19447584	schizophrenia	put
19447585	schizophrenia	showed
19448847	schizophrenia	matter
1944894	schizophrenia	discussed
19449330	schizophrenia	controls
19449330	schizophrenia	signal
19450952	schizophrenia	impaired
19451528	dementia	enter
19457493	schizophrenia	studies
19457493	schizophrenia	control
19457493	schizophrenia	related
19461935	alcohol dependence	living
19463917	narcolepsy	formed
19463917	narcolepsy	reduced
19463917	narcolepsy	support
19464855	schizophrenia	proposed
19464855	schizophrenia	used
19465416	dementia	cross
19467713	schizophrenia	ground
19474118	pica	related
19476231	schizophrenia	recognized
19477963	schizophrenia	set
19479094	delirium	need
19480227	narcolepsy	showed
19480227	narcolepsy	test
19481156	schizophrenia	faces
19481556	schizophrenia	been
19482045	dementia	state
19486330	schizophrenia	identify
19487395	schizophrenia	matched
19487395	schizophrenia	led
19487395	schizophrenia	increased
19487624	schizophrenia	produce
19489049	schizophrenia	suggest
19491818	schizophrenia	included
19493658	schizophrenia	point
19496999	schizophrenia	present
19496999	schizophrenia	observed
19500946	schizophrenia	been
19501165	alcohol dependence	drinking
19501714	amnestic disorder	order
19501720	dementia	shares
19505800	schizophrenia	studies
19505800	schizophrenia	rent
19505800	schizophrenia	measures
19505800	schizophrenia	rent
19507055	delirium	compared
1951389	dementia	had
19514098	schizophrenia	ground
19518017	schizophrenia	compare
19518017	schizophrenia	showed
19518017	schizophrenia	suggest
19518017	schizophrenia	change
19520146	attention deficit hyperactivity disorder	learning
19521678	schizophrenia	ring
19521678	schizophrenia	ring
19523495	schizophrenia	increased
19523504	dementia	studied
19523504	dementia	compared
19523504	dementia	cure
19525353	schizophrenia	studies
19532034	attention deficit hyperactivity disorder	increased
19533495	personality disorder	sample
19533626	schizophrenia	suggests
19537954	nicotine dependence	mean
19538688	rapid cycling	become
19540761	delirium	attending
19540863	schizophrenia	working
19542627	dementia	proposed
19556835	schizophrenia	related
19556835	schizophrenia	present
19557095	schizophrenia	cause
19557827	frontotemporal dementia	cause
19558475	delirium	using
19559574	schizophrenia	do
19560101	dementia	state
19560123	alcohol dependence	suggests
19562803	schizophrenia	rise
19565573	dementia	measured
19566756	panic disorder	order
19566756	panic disorder	showed
19566756	panic attack	note
19566767	depressive disorders	studies
19569559	catatonia	varies
19570653	schizophrenia	did
19571795	mood disorders	orders
19582782	schizophrenia	thought
19586390	dementia	setting
19586563	dementia	selected
19587812	pica	do
19587812	pica	studies
19588040	schizophrenia	view
19591948	dementia	observed
19592539	delirium	working
19594197	schizophrenia	studies
19595485	dementia	following
19596360	cocaine dependence	known
19597132	dementia	wake
19602307	dementia	led
19602887	dementia	cause
19602887	schizophrenia	known
19605517	schizophrenia	displayed
19605535	schizophrenia	provide
19606529	schizophrenia	had
19615864	schizophrenia	had
19616075	dementia	showed
19616075	dementia	found
1961755	schizophrenia	found
19617633	schizophrenia	using
19618301	dementia	been
19618301	dementia	present
19625009	schizophrenia	compared
19627651	schizophrenia	using
19629795	schizophrenia	present
19629795	schizophrenia	order
19633214	schizophrenia	matter
19633957	schizophrenia	search
19634032	schizophrenia	review
19634032	schizophrenia	measures
19634032	schizophrenia	measures
19637275	schizophrenia	captures
19639413	schizophrenia	hope
19639644	anorexia nervosa	been
19640686	schizophrenia	proposed
19640834	nicotine dependence	reduced
19641111	schizophrenia	working
19646488	schizophrenia	set
19650120	schizophrenia	considered
19651169	schizophrenia	reported
19651475	pica	verified
19656176	schizophrenia	studies
19656176	schizophrenia	suggest
19656467	schizophrenia	been
19660876	schizophrenia	lead
19660876	schizophrenia	proposed
19665356	schizophrenia	searched
19665647	obsessive-compulsive disorder	order
19666049	frontotemporal dementia	led
19666074	schizophrenia	studies
19666074	schizophrenia	work
19666074	schizophrenia	detected
19666074	schizophrenia	related
19666074	schizophrenia	suggest
19666084	obsessive-compulsive disorder	try
19667321	dementia	divided
19667749	depressive disorders	orders
19667749	depressive disorders	used
19669651	frontotemporal dementia	presents
19671211	schizophrenia	reduced
19671905	dementia	remained
19673732	attention deficit hyperactivity disorder	had
19680143	dementia	appeared
19683417	schizophrenia	compared
19683583	dementia	indicate
19684419	schizophrenia	ground
19689235	dementia	shed
19689307	narcolepsy	studies
19689308	narcolepsy	remains
19689329	schizophrenia	considered
19690943	delirium	included
19690943	delirium	classified
19690943	delirium	included
19690943	delirium	prevented
19691909	dementia	ground
19693002	schizophrenia	determined
19693783	schizophrenia	binding
19697887	dementia	showed
19698344	schizophrenia	pointed
19698668	schizophrenia	been
19698687	schizophrenia	been
19703266	dementia	type
19703937	schizophrenia	use
19705520	delirium	increased
19707568	alcohol dependence	carried
19709405	dementia	included
19709405	dementia	ring
19709504	obsessive-compulsive disorder	present
19709998	dementia	matter
19711026	schizophrenia	impaired
19712540	dementia	sample
19713080	schizophrenia	scan
19713080	schizophrenia	ring
19714539	frontotemporal dementia	led
19716271	schizophrenia	test
19716272	schizophrenia	thought
19721432	schizophrenia	led
19724982	schizophrenia	resting
19725250	narcolepsy	samples
19725250	narcolepsy	had
19725250	narcolepsy	had
19726032	schizophrenia	sight
19727065	schizophrenia	order
19729053	schizophrenia	accompanied
19729053	schizophrenia	including
19729053	schizophrenia	studies
19733449	nicotine withdrawal	lend
19733836	schizophrenia	ground
19736350	schizophrenia	compared
19736350	schizophrenia	taken
19739247	neurodevelopmental disorders	been
19740636	obsessive-compulsive disorder	take
19742411	narcolepsy	stand
19744536	schizophrenia	matter
19747442	dementia	learning
19747464	schizophrenia	control
19747738	obstructive sleep apnoea	view
19748372	schizophrenia	ground
19749406	dementia	related
19750928	narcolepsy	had
19752589	schizophrenia	studies
1975760	depressive disorders	suggests
19760677	schizoaffective disorder	reported
1976204	dementia	accompanies
19777220	schizophrenia	changes
19782001	dementia	place
19782964	schizophrenia	ground
19782967	schizophrenia	ring
1978324	schizophrenia	try
19783410	schizophrenia	related
19786503	intellectual disability	identified
19793158	dementia	damage
19793856	anorexia nervosa	ground
19796446	mood disorders	show
19796919	schizophrenia	had
19796921	dementia	compared
19797352	dementia	argue
19804960	schizophrenia	ground
19806344	nicotine withdrawal	binding
19806565	schizophrenia	compared
19807715	schizophrenia	describe
19807715	schizophrenia	studies
19807715	schizophrenia	suffering
1981107	schizophrenia	looked
1981174	schizophrenia	input
19818568	dementia	place
19818568	dementia	studies
19819041	delirium	applied
1982048	dementia	increasing
19822783	obsessive-compulsive disorder	related
19823762	schizophrenia	compared
19828591	schizophrenia	describe
19828591	schizophrenia	suggest
19833484	schizophrenia	matter
19833790	anorexia nervosa	studies
19833790	anorexia nervosa	stem
19833806	schizophrenia	studies
19835933	nicotine withdrawal	store
19838622	dementia	causes
19839996	mood disorders	indicate
19850131	schizophrenia	suggest
19850578	narcolepsy	ground
19852946	attention deficit hyperactivity disorder	used
19853005	schizophrenia	told
19853313	dementia	conducted
19856012	schizophrenia	determine
19856012	schizophrenia	supports
19861102	nicotine dependence	curves
19871268	pica	been
19876665	schizophrenia	observed
19876678	schizophrenia	enter
19876931	intellectual disability	identified
19877495	schizophrenia	order
19878135	schizophrenia	charge
19880093	schizophrenia	separate
19880095	autism spectrum disorder	ground
19881045	schizophrenia	found
19881968	attention deficit hyperactivity disorder	received
19886936	intellectual disability	show
19891815	dementia	detecting
19893757	schizophrenia	showed
19893757	schizophrenia	matter
19895780	schizophrenia	ground
19896110	neurodevelopmental disorders	correct
1990190	panic disorder	attacks
19907180	dementia	state
19910723	schizophrenia	order
19912088	nicotine dependence	completed
19913623	schizophrenia	reported
19914330	dementia	proposed
19914600	schizophrenia	ground
19917116	schizophrenia	ground
19917116	schizophrenia	expressed
19917116	schizophrenia	decreased
19918243	schizophrenia	treated
1991947	dementia	order
1991947	dementia	had
1991947	dementia	educated
19920062	schizophrenia	led
19920062	schizophrenia	present
19920853	autism spectrum disorder	observed
19922553	schizophrenia	present
19923875	panic disorder	ground
19926451	schizophrenia	observed
19931396	schizophrenia	found
19931985	panic attack	matter
19932153	mood disorders	suggests
19941697	panic disorder	increases
19941962	impulse control disorders	suggests
19943640	pica	led
19945256	schizophrenia	identify
19945256	schizophrenia	working
19946863	dementia	type
19953343	dementia	search
19953343	dementia	plays
19954700	delirium	had
19954751	schizophrenia	studies
19955444	schizophrenia	used
19956460	obsessive-compulsive disorder	ground
19959688	nicotine withdrawal	been
19959688	nicotine withdrawal	increased
19959688	nicotine withdrawal	identified
19959688	nicotine withdrawal	test
19960103	schizophrenia	apply
19962654	restless legs syndrome	mean
19963356	schizophrenia	present
19966261	autism spectrum disorder	extending
19996937	dementia	points
20004619	schizophrenia	working
20004619	schizophrenia	found
20005675	schizophrenia	observed
20006324	schizophrenia	win
20006324	schizophrenia	wins
20006324	schizophrenia	related
20006424	obsessive-compulsive disorder	order
20007949	schizophrenia	search
20011039	dementia	cross
20015515	alcohol dependence	present
20015515	alcohol dependence	suggest
20019145	autism spectrum disorder	acts
20023526	obsessive-compulsive disorder	treated
20024519	dementia	control
20026221	schizophrenia	been
20026221	schizophrenia	met
20026221	schizophrenia	measured
20034516	schizophrenia	binding
20036266	schizophrenia	indicated
20037593	panic disorder	order
20040244	schizophrenia	ground
20040245	schizophrenia	showed
20040247	restless legs syndrome	ground
20047172	attention deficit hyperactivity disorder	ground
20047710	nicotine dependence	led
20047714	panic disorder	matter
20047802	alcohol dependence	indicating
20047802	alcohol dependence	related
20051316	schizophrenia	had
20051316	schizophrenia	ring
20051354	schizophrenia	implicated
20053864	schizophrenia	working
20054875	anorexia nervosa	appear
20060814	dementia	determine
20061634	dementia	matter
20063361	pica	signal
20068358	dementia	using
20071149	schizophrenia	matter
20071532	neurodevelopmental disorders	identified
20078462	alcohol dependence	craving
20078462	alcohol dependence	found
20078482	alcohol dependence	view
20079340	dementia	gain
20079340	dementia	showed
20079340	dementia	showed
20079340	dementia	provides
20083796	dementia	act
20084519	schizophrenia	sample
20092829	schizophrenia	increasing
20097237	panic disorder	take
20097545	schizophrenia	showed
20098829	obsessive-compulsive disorder	order
